@relation 'TRAININGDATA-weka.filters.unsupervised.attribute.Remove-R1,3,5,7-12'

@attribute selectivity numeric
@attribute postgesEstCostMax numeric
@attribute postgesEstWidth numeric
@attribute numberOfWorkers numeric
@attribute realTime numeric

@data
1,508300.45,325,10,18.564363
0.1,442676.73,333,10,10.375758
1,510210.45,333,10,17.391996
100,1339914.83,333,10,81.562845
10,551382.24,341,10,20.226995
0.1,445606.73,349,10,11.84047
100,1342844.83,349,10,85.249597
10,557242.24,357,10,23.122172
100,1345774.83,357,10,84.350013
10,560170.24,365,10,21.314482
10,563100.24,373,10,30.320676
100,1351632.83,373,10,85.41368
10,566030.24,381,10,28.078315
100,1354562.83,381,10,92.284624
0.1,457418.73,389,10,11.560227
100,1366280.83,389,10,94.65844
100,1380930.83,397,10,96.124476
0.1,463468.73,405,10,12.178604
10,576330.24,405,10,25.145567
100,1395578.83,405,10,98.60989
0.1,466494.73,413,10,12.274981
1,537470.45,413,10,19.32956
10,580740.24,413,10,29.375041
100,1410228.83,413,10,92.29133
0.1,469518.73,421,10,12.100727
10,585150.24,421,10,24.201126
100,1424876.83,421,10,98.012276
0.1,446058.22,51,10,6.45655
1,482648.1,51,10,8.944693
100,925304.13,51,10,45.267173
0.1,467049.91,102,10,7.068421
10,532983.31,102,10,14.374027
100,1005344.05,102,10,48.021522
10,565895.31,152,10,12.877389
1,538866.1,159,10,10.978781
100,1196788.13,159,10,55.949681
1,541796.1,166,10,10.830195
100,1199718.13,166,10,60.685297
1,541796.1,173,10,13.502218
10,574595.08,173,10,15.14463
0.1,490926.22,180,10,9.740575
1,544726.1,180,10,15.020844
1,547656.1,187,10,15.495916
100,1205578.13,187,10,58.677015
0.1,497062.54,194,10,14.968813
1,553376.64,194,10,16.536167
10,587706.85,194,10,21.223149
100,1242728.22,194,10,62.949319
0.1,500180.54,208,10,11.770835
10,593594.85,208,10,20.225292
0.1,503206.54,215,10,12.470807
1,562100.64,215,10,18.139587
10,598004.85,215,10,21.541461
100,1283742.22,215,10,73.945719
0.1,505497.63,222,10,11.676381
10,605225.88,222,10,25.028077
100,1327414.33,222,10,74.542054
100,1339132.32,229,10,77.640543
0.1,507735.63,236,10,12.676389
0.1,508021.63,244,10,12.940575
1,575142.69,244,10,19.143887
0.1,508303.63,252,10,15.191358
1,578006.69,252,10,15.166477
100,1434836.32,252,10,91.085725
1,580874.69,260,10,14.841755
10,624941.88,260,10,28.631336
100,1469992.32,260,10,86.67264
0.1,508779.63,268,10,15.086824
1,582786.69,268,10,20.080254
0.1,508875.63,276,10,12.468779
1,583740.69,276,10,17.12512
100,1505150.32,276,10,89.071132
10,629381.88,284,10,25.98282
100,1505150.32,284,10,79.761108
0.1,509159.63,292,10,13.020569
1,586608.69,292,10,20.979622
100,1540304.32,292,10,88.156041
0.1,509445.63,300,10,15.136828
1,589474.69,300,10,18.808685
0.1,509729.63,308,10,14.69006
10,642701.88,308,10,25.888829
100,1610618.32,308,10,95.055397
1,598074.69,324,10,17.240091
100,1680932.32,324,10,92.74744
1,603806.69,340,10,17.18862
10,664903.88,348,10,28.203243
100,1786400.32,348,10,102.724005
0.1,511437.63,356,10,12.66595
1,609540.69,356,10,15.641939
10,669343.88,356,10,30.137013
100,1821556.32,356,10,104.563565
100,1856714.32,364,10,112.509707
0.1,512007.63,372,10,13.208351
10,678223.88,372,10,29.20894
100,1891868.32,372,10,111.61873
1,618138.69,380,10,17.985429
10,687103.88,388,10,28.944313
100,1962182.32,388,10,113.300871
1,623872.69,396,10,15.559303
10,691545.88,396,10,32.713222
100,1997338.32,396,10,113.508144
100,2032496.32,404,10,116.293646
0.1,513147.63,412,10,13.22621
10,695985.88,412,10,29.908131
100,2032496.32,412,10,109.433693
0.1,516077.63,420,10,13.307357
1,629668.69,420,10,18.591574
1,632598.69,428,10,20.177837
100,2038356.32,428,10,113.723125
1,635526.69,436,10,20.871671
10,704773.88,436,10,32.828169
0.1,524865.63,444,10,13.908916
100,2044214.32,444,10,114.10066
1,641386.69,452,10,16.841314
0.1,527891.63,460,10,22.216928
0.1,530915.63,468,10,17.865051
0.1,533941.63,476,10,14.572505
10,720935.88,476,10,32.271078
100,2088160.32,476,10,122.573374
0.1,536965.63,484,10,15.143606
1,653998.69,484,10,18.935297
100,2102808.33,484,10,126.338431
0.1,539989.63,492,10,15.821351
10,729755.88,492,10,35.984165
100,2117458.33,492,10,131.684864
10,732715.88,500,10,30.572178
1,663658.69,508,10,25.747728
0.1,544467.63,516,10,15.200509
10,742541.88,516,10,29.964601
0.1,546364.54,524,10,15.971409
100,2187064.22,524,10,133.44616
10,574377.68,51,10,12.547833
0.1,514363.72,102,10,8.484207
1,569059.75,102,10,10.614815
10,602403.91,102,10,16.608693
0.1,529269.72,152,10,9.791412
100,1404189.44,152,10,60.851263
0.1,544747.72,202,10,9.29887
1,626979.75,202,10,14.408283
10,677109.91,202,10,19.62262
100,1640521.43,202,10,59.341144
10,682879.68,209,10,17.915709
100,1665949.52,209,10,70.541893
0.1,550788.04,216,10,10.841458
1,634672.29,216,10,12.43717
100,1668879.52,216,10,70.942645
0.1,553718.04,230,10,10.912841
10,688739.68,230,10,18.541542
100,1671809.52,230,10,72.689909
1,640532.29,237,10,14.260854
100,1674739.52,237,10,74.557468
0.1,559854.35,244,10,12.046435
1,646250.83,244,10,17.519169
0.1,562876.35,251,10,14.503774
10,703329.45,251,10,21.189579
100,1726533.6,251,10,87.156733
1,651090.83,258,10,19.014372
100,1752901.6,265,10,84.783626
0.1,568383.45,272,10,15.079593
1,661284.89,272,10,23.261219
10,717920.48,272,10,22.39981
100,1808291.71,272,10,88.708316
0.1,568571.45,279,10,14.449575
1,663194.89,279,10,19.130353
0.1,570621.45,286,10,16.704693
1,666104.89,286,10,20.495001
1,672414.94,293,10,19.392457
10,733015.52,293,10,29.553948
100,1900789.82,293,10,106.551319
0.1,573194.54,300,10,15.294207
1,674326.94,300,10,22.52565
10,735975.52,300,10,34.134821
100,1924227.82,300,10,103.424295
0.1,573576.54,308,10,16.289604
1,678146.94,308,10,22.15789
1,681966.94,316,10,23.141456
10,747817.52,316,10,31.907503
0.1,574240.54,324,10,16.559012
1,684834.94,324,10,20.701393
100,2053133.82,324,10,114.867421
1,686746.94,332,10,17.692728
10,755217.52,332,10,35.072712
100,2076571.82,332,10,108.737509
1,687700.94,340,10,18.341522
10,756697.52,340,10,34.003581
0.1,574526.54,348,10,14.855725
1,687700.94,348,10,17.598576
10,756697.52,348,10,29.905767
100,2088291.82,348,10,111.139506
0.1,574902.54,356,10,14.681778
10,762617.52,356,10,29.629728
10,768537.52,364,10,32.98993
10,774457.52,372,10,26.864415
0.1,576046.54,380,10,16.977041
1,702988.94,380,10,17.349653
10,780377.52,380,10,27.061534
100,2275791.82,380,10,110.477065
100,2322667.82,388,10,118.995489
10,792219.52,396,10,35.143901
100,2369541.82,396,10,122.920764
0.1,577182.54,404,10,14.50871
10,798139.52,404,10,32.116983
0.1,577564.54,412,10,18.864057
0.1,577942.54,420,10,14.361491
10,809981.52,420,10,28.890271
0.1,578324.54,428,10,14.79925
100,2603917.82,436,10,123.869036
10,827741.52,444,10,36.368745
1,737388.94,452,10,18.913574
0.1,579842.54,460,10,14.802546
10,839583.52,460,10,34.462702
1,745030.94,468,10,17.914724
100,2791419.82,468,10,129.54869
10,845503.52,476,10,35.375353
100,2791419.82,476,10,136.158884
10,848433.52,484,10,37.422468
100,2794349.82,484,10,139.740027
0.1,586082.54,492,10,15.649988
1,753818.94,500,10,22.404022
0.1,594870.54,516,10,20.453303
10,860151.52,516,10,33.439997
100,2806067.82,516,10,148.824924
0.1,594964.54,524,10,16.366408
1,760632.94,524,10,24.503847
10,861631.52,524,10,39.369936
0.1,597990.54,532,10,16.341737
10,870451.52,540,10,39.32729
100,2847083.82,540,10,156.999884
10,874861.52,548,10,39.49349
10,879271.52,556,10,42.457361
1,778086.94,564,10,22.679983
10,882231.52,564,10,39.508485
10,887143.52,572,10,41.061898
0.1,611542.54,580,10,19.560752
1,785812.94,580,10,20.4367
10,892057.52,580,10,40.756428
0.1,613439.45,588,10,19.44512
1,787230.89,588,10,20.395991
1,790098.89,596,10,24.871365
0.1,615963.45,604,10,18.063091
0.1,618199.45,612,10,17.667458
10,910408.49,612,10,40.795421
0.1,516554.85,51,10,8.947602
100,1458497.82,102,10,67.448575
1,632928.94,152,10,13.741774
10,681991.52,152,10,17.58218
100,1624513.82,152,10,68.975988
10,723785.52,202,10,18.222163
0.1,577234.53,253,10,10.687803
1,696434.94,253,10,14.325573
10,769103.52,253,10,18.901803
0.1,580344.85,260,10,10.807955
10,774873.29,260,10,20.701263
100,2197795.9,260,10,78.596265
0.1,583274.85,267,10,10.627463
1,704127.48,267,10,15.504762
0.1,583274.85,274,10,12.554266
10,777803.29,274,10,24.075454
100,2200725.9,274,10,81.918915
1,707057.48,281,10,16.688328
10,780733.29,281,10,20.417531
100,2203655.9,281,10,83.848328
0.1,589134.85,288,10,11.925025
1,709987.48,288,10,17.079247
10,783663.29,288,10,22.547006
100,2206585.9,288,10,82.882637
0.1,592341.17,295,10,13.958625
1,715708.02,295,10,18.212194
100,2243735.99,295,10,83.010642
0.1,595269.17,302,10,12.717041
100,2246663.99,302,10,91.155466
0.1,595365.17,309,10,13.345127
100,2258381.99,309,10,91.300234
0.1,598389.17,316,10,13.989663
10,799733.06,316,10,27.423587
100,2273031.99,316,10,97.59044
0.1,600774.26,323,10,15.053667
1,729786.08,323,10,18.966822
100,2328420.09,323,10,102.10523
1,731698.08,330,10,20.935789
10,811394.09,330,10,29.485824
100,2351858.09,330,10,104.247186
1,735562.08,337,10,20.523567
0.1,605587.35,344,10,18.047927
1,742824.13,344,10,21.783942
10,826489.12,344,10,28.226979
1,745692.13,351,10,21.769462
1,751982.19,358,10,23.237109
100,2545646.32,358,10,111.249981
100,2557364.32,363,10,119.029542
1,757714.19,371,10,24.3244
100,2615960.32,371,10,122.583297
10,853456.15,379,10,39.378475
1,764402.19,387,10,20.485234
10,859376.15,387,10,34.962827
100,2697990.32,387,10,125.279491
0.1,608802.44,395,10,15.109299
0.1,608898.44,403,10,15.214206
1,767268.19,403,10,19.509417
10,863816.15,411,10,37.893925
0.1,609370.44,419,10,15.470597
10,871218.15,419,10,34.896635
100,2850336.32,427,10,135.092973
0.1,610796.44,443,10,15.099075
1,786378.19,443,10,19.288288
10,893418.15,443,10,42.400772
0.1,611270.44,451,10,15.550744
1,791158.19,451,10,21.244528
10,900818.15,451,10,36.002808
0.1,611746.44,459,10,14.994232
10,915620.15,467,10,38.298211
1,805488.19,475,10,20.08661
0.1,613170.44,483,10,15.255123
1,810268.19,483,10,23.350164
10,930420.15,483,10,36.845187
100,3260496.32,483,10,159.215511
0.1,613644.44,491,10,15.221131
1,815046.19,491,10,21.365273
10,937820.15,491,10,41.344605
100,3319086.32,491,10,155.904925
0.1,614120.44,499,10,20.464834
1,819818.19,499,10,22.304397
10,945222.15,499,10,41.640777
100,3377680.32,499,10,155.103693
1,824598.19,507,10,22.054284
10,952622.15,507,10,44.051477
1,829378.19,515,10,21.530249
10,960022.15,515,10,38.66817
100,3494868.32,515,10,162.090318
1,834156.19,523,10,19.702569
10,967424.15,523,10,43.148526
0.1,616020.44,531,10,17.113264
1,838928.19,531,10,21.303033
10,974824.15,531,10,38.597296
0.1,616020.44,539,10,15.595381
100,3612056.32,539,10,166.400692
0.1,618950.44,547,10,15.496157
1,841858.19,547,10,22.61445
100,3614986.32,547,10,170.879154
1,844788.19,555,10,24.368981
10,980684.15,555,10,41.201917
0.1,624808.44,563,10,17.785103
1,847716.19,563,10,24.001862
100,3620844.32,563,10,164.421113
10,986542.15,571,10,43.26176
0.1,630668.44,579,10,19.361404
10,989472.15,579,10,43.4317
100,3626704.32,579,10,177.58772
0.1,630762.44,587,10,17.444969
1,854532.19,587,10,26.80466
1,858418.19,595,10,24.677092
10,995362.15,595,10,40.696137
100,3653072.32,595,10,190.164737
10,999772.15,603,10,45.349552
100,3667720.32,603,10,181.566863
10,1004182.15,611,10,46.293339
100,3682368.32,611,10,186.12046
0.1,642862.44,619,10,17.906478
1,870074.19,619,10,26.203219
10,1008592.15,619,10,45.337119
10,1011552.15,627,10,46.41085
100,3720454.32,627,10,199.100665
1,875850.19,635,10,24.356704
100,3745846.32,635,10,213.273615
0.1,647338.44,643,10,22.353656
1,879712.19,643,10,24.894142
10,1022503.12,651,10,48.991541
0.1,649521.35,659,10,25.330819
1,883998.13,659,10,26.590137
10,1026943.12,659,10,55.661069
0.1,651761.35,667,10,22.156491
1,888818.13,667,10,26.841398
10,1033337.12,667,10,45.929001
100,3838892.21,667,10,220.985906
0.1,653995.35,675,10,22.954887
10,1039729.12,675,10,49.255726
100,3876004.21,675,10,210.801302
1,897458.13,683,10,25.166486
0.1,283940.15,51,12,5.769208
1,295440.41,51,12,6.553496
10,300251.14,51,12,7.475775
100,390459.73,51,12,15.135728
0.1,287071.16,58,12,6.134455
100,412139.37,58,12,16.438473
0.1,290001.16,65,12,7.129744
100,415069.37,65,12,21.225483
0.1,290001.16,72,12,7.401881
100,415069.37,72,12,21.785252
0.1,295965.16,94,12,8.657638
10,316142.08,94,12,9.491444
100,430695.37,94,12,27.844133
100,440461.37,102,12,31.092062
10,319000.08,110,12,10.072347
100,450227.37,110,12,31.095385
10,320428.08,118,12,12.429479
100,459991.37,118,12,29.504939
0.1,296385.16,126,12,7.587949
1,314343.64,126,12,9.285836
0.1,296385.16,134,12,7.687176
1,314343.64,134,12,9.451841
10,321856.08,134,12,10.194676
100,469757.37,134,12,29.364812
1,315381.64,142,12,9.807797
100,479523.37,142,12,30.239074
1,317457.64,158,12,10.293651
10,326142.08,158,12,11.669518
100,499053.37,158,12,35.462323
1,318495.64,166,12,10.026538
10,327570.08,166,12,11.478497
100,508819.37,166,12,36.229385
0.1,296907.16,174,12,8.531067
1,319533.64,174,12,10.055895
0.1,297013.16,182,12,7.719418
1,320573.64,182,12,10.509919
1,321611.64,190,12,10.617625
1,322649.64,198,12,10.587546
100,547881.37,198,12,40.098439
0.1,297327.16,206,12,8.284895
10,334714.08,206,12,13.361648
0.1,297431.16,214,12,7.724986
100,567411.37,214,12,44.686887
10,337572.08,222,12,13.819399
0.1,297641.16,230,12,7.765057
1,326801.64,230,12,11.416745
100,586943.37,230,12,44.954881
0.1,297745.16,238,12,7.97473
1,327839.64,238,12,11.733992
10,341858.08,246,12,15.451265
10,343286.08,254,12,15.533855
100,616239.37,254,12,51.326587
10,346216.08,270,12,14.937506
100,619169.37,270,12,47.805849
0.1,303815.16,278,12,8.477651
1,335775.64,278,12,12.610205
10,352076.08,286,12,14.621858
100,625029.37,286,12,50.359064
0.1,309675.16,294,12,9.100017
10,355006.08,294,12,17.374276
100,627959.37,294,12,51.411164
0.1,312605.16,302,12,9.102637
10,357936.08,302,12,15.553448
100,630889.37,302,12,51.788958
0.1,360207.23,51,12,6.65595
1,385933.97,51,12,8.295434
100,613956.77,51,12,19.565159
100,684073.14,101,12,25.267698
1,416637.97,108,12,9.759808
100,705752.77,108,12,24.066056
0.1,387307.23,115,12,8.314891
10,433063.14,115,12,11.743197
100,708682.77,115,12,26.114621
0.1,387307.23,122,12,8.752216
1,419567.97,122,12,10.8261
1,422497.97,129,12,11.772187
1,425427.97,136,12,11.62329
0.1,396404.24,143,12,10.10971
1,431389.2,143,12,12.028085
10,446024.08,143,12,13.821918
100,745988.41,143,12,38.75664
10,446024.08,150,12,15.606573
100,771378.41,164,12,47.448662
0.1,402682.24,172,12,11.208136
10,457596.08,172,12,16.930289
100,810440.41,180,12,50.260465
1,445553.2,188,12,15.121656
100,829970.41,188,12,50.799378
10,466168.08,196,12,19.534467
0.1,403414.24,204,12,11.655502
1,448667.2,204,12,15.453783
1,448667.2,212,12,15.695985
10,467596.08,212,12,19.144856
100,859266.41,212,12,56.179367
0.1,403622.24,220,12,11.931655
10,470456.08,220,12,19.625187
100,878798.41,220,12,56.152768
1,452819.2,228,12,16.03611
10,473312.08,228,12,18.528722
100,898328.41,228,12,58.869894
0.1,404042.24,236,12,11.532945
1,454895.2,236,12,16.541658
100,917858.41,236,12,61.481099
0.1,404250.24,244,12,11.612935
1,456971.2,244,12,16.347224
10,479026.08,244,12,19.735322
10,481884.08,252,12,20.714329
0.1,404670.24,260,12,11.655591
1,461125.2,260,12,17.273054
10,484740.08,260,12,21.05216
100,976450.41,260,12,61.269796
1,463201.2,268,12,17.66682
10,487596.08,268,12,21.023667
1,465277.2,276,12,18.309225
0.1,405298.24,284,12,11.826357
1,467353.2,284,12,17.546038
10,496168.08,292,12,23.54489
0.1,405716.24,300,12,12.352162
100,1074106.41,300,12,70.158334
100,1093638.41,308,12,74.906881
1,475659.2,316,12,19.001503
10,504740.08,316,12,23.882793
1,477735.2,324,12,19.116011
0.1,406554.24,332,12,11.758556
1,479811.2,332,12,19.53587
100,1152230.41,332,12,79.776906
10,510456.08,340,12,24.039405
0.1,409484.24,348,12,12.404473
100,1155160.41,348,12,78.303575
10,516316.08,356,12,24.328786
100,1158090.41,356,12,79.225461
10,519246.08,364,12,25.199573
10,522176.08,372,12,29.120039
100,1163950.41,372,12,77.51873
10,525106.08,380,12,29.085883
100,1166880.41,380,12,79.560179
0.1,421310.24,388,12,13.35653
100,1176646.41,388,12,81.869905
100,1189340.41,396,12,87.711478
0.1,427378.24,404,12,13.776086
10,535252.08,404,12,26.931232
100,1202036.41,404,12,87.669983
0.1,430414.24,412,12,14.27848
1,507403.2,412,12,23.119824
10,539610.08,412,12,29.001645
100,1214732.41,412,12,89.97715
0.1,433448.24,420,12,14.48745
10,543968.08,420,12,28.650923
100,1227426.41,420,12,87.710147
0.1,409586.3,51,12,7.660529
1,449276.71,51,12,11.341845
100,807860.06,51,12,25.676153
0.1,430625.28,101,12,8.488721
10,493643.58,101,12,15.337994
100,877976.43,101,12,32.019804
10,525887.58,152,12,16.021035
1,507148.71,159,12,14.570088
100,1040280.06,159,12,32.69555
1,510078.71,166,12,14.419495
100,1043210.06,166,12,41.384163
1,510078.71,173,12,15.265793
10,534490.52,173,12,19.241989
0.1,454650.3,180,12,10.898657
1,513008.71,180,12,15.611462
1,515938.71,187,12,16.358264
100,1049070.06,187,12,46.307238
0.1,460817.31,194,12,11.857272
1,521899.94,194,12,18.774192
10,547451.46,194,12,20.758698
100,1080513.69,194,12,42.819364
0.1,463953.31,208,12,12.712907
10,553237.46,208,12,24.378952
0.1,466989.31,215,12,13.085522
1,530871.94,215,12,18.610969
10,557595.46,215,12,22.814693
100,1115669.69,215,12,57.035184
0.1,469313.33,222,12,13.438866
10,564632.71,222,12,24.335409
100,1152387.2,222,12,55.635305
100,1173871.2,229,12,61.996289
0.1,471579.33,236,12,13.936199
0.1,471895.33,244,12,13.882911
1,544703.58,244,12,20.901868
0.1,472207.33,252,12,14.780636
1,547817.58,252,12,21.342294
100,1242227.2,252,12,71.404992
1,550931.58,260,12,21.788325
10,583730.71,260,12,27.21771
100,1271525.2,260,12,63.301041
0.1,472733.33,268,12,13.849301
1,553007.58,268,12,21.919519
0.1,472837.33,276,12,14.206863
1,554045.58,276,12,21.703162
100,1300821.2,276,12,72.497342
10,588016.71,284,12,30.586576
100,1300821.2,284,12,63.569666
0.1,473151.33,292,12,14.310742
1,557161.58,292,12,24.588061
100,1330117.2,292,12,71.126163
0.1,473463.33,300,12,14.265385
1,560275.58,300,12,24.818345
0.1,473779.33,308,12,14.225289
10,600874.71,308,12,27.480266
100,1388711.2,308,12,74.560053
1,569617.58,324,12,23.133304
100,1447303.2,324,12,80.729871
1,575847.58,340,12,23.5417
10,622304.71,348,12,34.373955
100,1535191.2,348,12,88.350483
0.1,475663.33,356,12,17.61158
1,582075.58,356,12,24.375717
10,626590.71,356,12,36.988573
100,1564487.2,356,12,90.466338
100,1593785.2,364,12,90.317648
0.1,476291.33,372,12,14.462119
10,635160.71,372,12,32.590232
100,1623079.2,372,12,87.746549
1,591419.58,380,12,28.563066
10,643732.71,388,12,36.116504
100,1681673.2,388,12,101.800712
1,597647.58,396,12,32.772291
10,648018.71,396,12,36.604721
100,1710969.2,396,12,94.932267
100,1740265.2,404,12,99.770077
0.1,477547.33,412,12,14.588194
10,652306.71,412,12,36.022191
100,1740265.2,412,12,104.167494
0.1,480477.33,420,12,14.91076
1,603693.58,420,12,29.179714
1,606623.58,428,12,26.430309
100,1746125.2,428,12,110.940379
1,609553.58,436,12,27.801166
10,661096.71,436,12,38.134461
0.1,489267.33,444,12,15.76426
100,1751985.2,444,12,110.31932
1,615413.58,452,12,27.809018
0.1,492303.33,460,12,16.036226
0.1,495337.33,468,12,16.331715
0.1,498371.33,476,12,16.535511
10,677102.71,476,12,35.996753
100,1790071.2,476,12,110.553848
0.1,501407.33,484,12,16.714213
1,628355.58,484,12,29.333868
100,1802767.2,484,12,114.269187
0.1,504441.33,492,12,17.330226
10,685818.71,492,12,42.014984
100,1815463.2,492,12,118.581408
10,688676.71,500,12,42.99412
1,638427.58,508,12,29.530672
0.1,508975.33,516,12,17.372901
10,698296.71,516,12,39.28581
0.1,510869.31,524,12,17.315854
100,1874445.69,524,12,119.534827
10,534476.89,51,12,15.664628
0.1,478093.35,101,12,9.237205
1,537423.22,101,12,14.131048
10,562241.96,101,12,16.770252
0.1,493127.35,152,12,10.022438
100,1220254.71,152,12,44.785711
0.1,508787.35,202,12,11.79572
1,597987.22,202,12,16.383924
10,635301.96,202,12,19.782336
100,1419468.71,202,12,40.155392
10,640974.89,209,12,22.798137
100,1441148.34,209,12,42.495702
0.1,514848.37,216,12,11.455953
1,605840.45,216,12,17.639806
100,1444078.34,216,12,52.910234
0.1,517778.37,230,12,13.164668
10,646834.89,230,12,23.127353
100,1447008.34,230,12,56.281931
1,611700.45,237,12,19.074983
100,1449938.34,237,12,57.40037
0.1,523945.38,244,12,13.058076
1,617661.68,244,12,19.874948
0.1,524049.38,251,12,14.90449
10,658293.83,251,12,27.386955
100,1491147.98,251,12,63.20385
1,622665.68,258,12,23.290177
100,1516537.98,265,12,65.407673
0.1,532545.4,272,12,14.890529
1,633319.32,272,12,25.259663
10,675475.08,272,12,26.24285
100,1563021.48,272,12,65.524619
0.1,534709.4,279,12,15.025822
1,637351.32,279,12,23.371665
0.1,534815.4,286,12,16.117899
1,638389.32,286,12,23.477258
1,646112.96,293,12,24.406955
10,691612.33,293,12,32.64312
100,1650519,293,12,68.902101
0.1,537451.42,300,12,15.91462
1,647150.96,300,12,25.401384
10,693040.33,300,12,36.149333
100,1660285,300,12,82.610744
0.1,537871.42,308,12,15.830103
1,651304.96,308,12,27.012723
1,655456.96,316,12,29.33305
10,704468.33,316,12,31.63293
0.1,538603.42,324,12,17.849717
1,658570.96,324,12,30.593168
100,1767703,324,12,77.457063
1,660646.96,332,12,27.107114
10,711610.33,332,12,37.236132
100,1787235,332,12,88.327582
1,661684.96,340,12,28.284309
10,713040.33,340,12,38.465358
0.1,538919.42,348,12,16.43626
1,661684.96,348,12,27.039782
10,713040.33,348,12,33.530439
100,1796999,348,12,84.441124
0.1,539337.42,356,12,16.223725
10,718756.33,356,12,39.157046
10,724468.33,364,12,32.697373
10,730182.33,372,12,39.677098
0.1,540593.42,380,12,16.068817
1,678294.96,380,12,28.112075
10,735898.33,380,12,36.949046
100,1953247,380,12,93.531675
100,1992309,388,12,95.222835
10,747326.33,396,12,39.385845
100,2031369,396,12,102.468008
0.1,541849.42,404,12,16.417686
10,753042.33,404,12,40.942756
0.1,542267.42,412,12,16.513174
0.1,542689.42,420,12,16.564989
10,764468.33,420,12,41.22167
0.1,543105.42,428,12,16.343134
100,2226679,436,12,116.209624
10,781612.33,444,12,44.780213
1,715668.96,452,12,30.803019
0.1,544779.42,460,12,16.890627
10,793044.33,460,12,42.981944
1,723972.96,468,12,31.46971
100,2382925,468,12,126.16452
10,798756.33,476,12,41.673791
100,2382925,476,12,128.464149
10,801686.33,484,12,46.442704
100,2385855,484,12,127.752502
0.1,551061.42,492,12,17.424562
1,732762.96,500,12,35.166877
0.1,559851.42,516,12,19.152519
10,813406.33,516,12,46.765034
100,2397575,516,12,130.397081
0.1,559957.42,524,12,18.262207
1,739660.96,524,12,36.311667
10,814834.33,524,12,46.607726
0.1,562991.42,532,12,18.278971
10,823552.33,540,12,48.028448
100,2432731,540,12,144.870005
10,827910.33,548,12,49.757967
10,832270.33,556,12,46.422404
1,757610.96,564,12,34.682743
10,835126.33,564,12,47.198034
10,839936.33,572,12,49.356072
0.1,576629.42,580,12,19.639798
1,765670.96,580,12,36.924693
10,844748.33,580,12,48.185088
0.1,578521.4,588,12,19.947835
1,767041.32,588,12,40.387864
1,770155.32,596,12,36.237123
0.1,581103.4,604,12,19.980403
0.1,583369.4,612,12,20.274199
10,862663.08,612,12,51.266891
0.1,480402.44,51,12,10.836908
100,1266825,101,12,64.784955
1,603770.96,152,12,17.700741
10,640288.33,152,12,22.92683
100,1407449,152,12,58.952352
10,681104.33,202,12,22.918789
0.1,541693.42,252,12,11.974397
1,670994.96,252,12,19.42205
10,725084.33,252,12,24.616903
0.1,544824.44,259,12,12.475487
10,730757.27,259,12,24.172993
100,1889080.63,259,12,73.661869
0.1,547754.44,266,12,12.495433
1,678848.19,266,12,20.958628
0.1,547754.44,273,12,13.326705
10,733687.27,273,12,25.63779
100,1892010.63,273,12,78.028282
1,681778.19,280,12,21.956153
10,736617.27,280,12,26.919097
100,1894940.63,280,12,76.045538
0.1,553614.44,287,12,13.717721
1,684708.19,287,12,24.65762
10,739547.27,287,12,27.275292
100,1897870.63,287,12,75.001135
0.1,556745.45,294,12,14.062594
1,689631.42,294,12,23.270313
100,1919550.26,294,12,82.362317
0.1,556849.45,301,12,14.757051
100,1929316.26,301,12,84.597058
0.1,559883.45,308,12,15.08505
100,1942008.26,308,12,88.02304
0.1,562917.45,315,12,15.66139
10,755364.21,315,12,33.114679
100,1954704.26,315,12,85.836566
0.1,565345.47,322,12,15.582239
1,705289.06,322,12,26.536714
100,2001185.77,322,12,90.029805
1,709319.06,329,12,31.007523
10,768639.46,329,12,36.582412
100,2022671.77,329,12,98.242918
1,711395.06,336,12,30.998248
0.1,570251.49,343,12,16.906511
1,719118.7,343,12,27.237386
10,781394.71,343,12,34.930454
1,721196.7,350,12,28.007732
1,728984.34,357,12,31.601224
100,2183016.79,357,12,95.784024
100,2192780.79,362,12,102.697459
1,735212.34,370,12,34.369884
100,2241610.79,370,12,108.633867
10,807453.96,378,12,42.55553
1,742478.34,386,12,29.90035
10,813169.96,386,12,44.972172
100,2309968.79,386,12,114.62719
0.1,573695.51,394,12,17.481025
0.1,573801.51,402,12,17.252126
1,745594.34,402,12,32.286216
10,817455.96,410,12,44.676782
0.1,574327.51,418,12,17.678874
10,824597.96,418,12,43.894058
100,2436916.79,426,12,121.891053
0.1,575897.51,442,12,17.612758
1,766356.34,442,12,36.804078
10,846025.96,442,12,47.810877
0.1,576419.51,450,12,18.075877
1,771546.34,450,12,31.668484
10,853171.96,450,12,47.520127
0.1,576941.51,458,12,17.896823
10,867455.96,466,12,48.267779
1,787118.34,474,12,33.430259
0.1,578513.51,482,12,18.454929
1,792310.34,482,12,33.381064
10,881743.96,482,12,46.081296
100,2778706.79,482,12,137.668665
0.1,579037.51,490,12,18.134721
1,797500.34,490,12,38.838508
10,888885.96,490,12,52.119503
100,2827536.79,490,12,137.215521
0.1,579559.51,498,12,18.479417
1,802690.34,498,12,38.877663
10,896029.96,498,12,50.103558
100,2876364.79,498,12,139.012695
1,807882.34,506,12,41.498581
10,903173.96,506,12,49.812878
1,813074.34,514,12,34.972641
10,910315.96,514,12,50.982411
100,2974016.79,514,12,146.42968
1,818264.34,522,12,40.744953
10,917457.96,522,12,53.892009
0.1,581655.51,530,12,18.088461
